Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;0;0;"99;99";"99;99";;165;1;1;Person;43.7744;OK;3.1181;-2.5781;23.7554;-0.0891262;-0.0256597;0.121076
;1;BT;0;0;"99;99";"99;99";;166;0;3;Person;86.377;OK;-1.99964;0.232625;3.35696;0.746782;-0.0179348;0.108527
;1;BT;0;0;"99;99";"99;99";;166;1;1;Person;27.1973;OK;3.12156;-2.57747;23.7412;0.029023;0.0168316;0.117213
;1;BT;0;0;"99;99";"99;99";;167;0;3;Person;83.6914;OK;-1.9755;0.232357;3.38037;0.754713;-0.0233173;0.157646
;1;BT;0;0;"99;99";"99;99";;167;1;1;Person;35.6689;OK;3.12546;-2.57718;23.7334;-0.0526479;-0.0518106;0.0999091
;1;BT;0;0;"99;99";"99;99";;168;0;3;Person;87.0117;OK;-1.94887;0.231567;3.40563;0.755819;-0.0284778;0.226723
;1;BT;0;0;"99;99";"99;99";;168;1;1;Person;42.2607;OK;3.13283;-2.5773;23.7196;0.0181966;0.014389;0.0794111
;1;BT;0;0;"99;99";"99;99";;169;0;3;Person;85.5957;OK;-1.92027;0.229161;3.44021;0.785869;-0.0364325;0.30857
;1;BT;0;0;"99;99";"99;99";;169;1;1;Person;38.6719;OK;3.13397;-2.5781;23.7165;-0.0827695;-0.0279923;0.117127
;1;BT;0;0;"99;99";"99;99";;170;0;3;Person;83.6426;OK;-1.89173;0.225083;3.4801;0.769531;-0.0554168;0.42397
;1;BT;0;0;"99;99";"99;99";;170;1;1;Person;46.0938;OK;3.12947;-2.57788;23.6813;0.0545119;0.0146306;0.0855628
;1;BT;0;0;"99;99";"99;99";;171;0;3;Person;86.5723;OK;-1.86464;0.219954;3.52006;0.790265;-0.0628138;0.482737
;1;BT;0;0;"99;99";"99;99";;171;1;1;Person;53.125;OK;3.11974;-2.57783;23.6713;-0.0862766;-0.0376568;0.134784
;1;BT;0;0;"99;99";"99;99";;172;0;3;Person;89.502;OK;-1.83737;0.214046;3.55472;0.812908;-0.0600275;0.523429
;1;BT;0;0;"99;99";"99;99";;172;1;1;Person;37.3047;OK;3.11345;-2.57888;23.6617;-0.0492331;-0.0302931;0.109854
;1;BT;0;0;"99;99";"99;99";;173;0;3;Person;89.502;OK;-1.81079;0.20689;3.58458;0.800388;-0.0647081;0.57075
;1;BT;0;0;"99;99";"99;99";;173;1;1;Person;37.7441;OK;3.09308;-2.58072;23.6687;-0.0123435;-0.00936471;0.220668
;1;BT;0;0;"99;99";"99;99";;174;0;3;Person;89.7461;OK;-1.78253;0.198725;3.61339;0.799963;-0.0727196;0.600858
;1;BT;0;0;"99;99";"99;99";;174;1;1;Person;36.7432;OK;3.08324;-2.5833;23.6854;-0.0327352;-0.0360691;0.224367
;1;BT;0;0;"99;99";"99;99";;175;0;3;Person;91.0645;OK;-1.75735;0.190138;3.63935;0.791465;-0.0739553;0.618789
;1;BT;0;0;"99;99";"99;99";;175;1;1;Person;32.0068;OK;3.06878;-2.5858;23.7195;-0.0537198;-0.0145381;0.294906
;1;BT;0;0;"99;99";"99;99";;176;0;3;Person;90.6738;OK;-1.73465;0.18119;3.66576;0.77962;-0.0777009;0.635951
;1;BT;0;0;"99;99";"99;99";;176;1;1;Person;31.5674;OK;3.05308;-2.5916;23.8211;-0.107863;-0.0613992;0.437129
;1;0;0;0;"99;99";"99;99";;177;0;3;Person;90.6738;OK;-1.71413;0.173046;3.68902;0.768585;-0.077114;0.640856
;1;0;0;0;"99;99";"99;99";;177;1;1;Person;26.5869;OK;3.02732;-2.59526;23.8452;-0.290909;-0.0505872;0.328816
;1;0;0;0;"99;99";"99;99";;178;0;3;Person;90.4297;OK;-1.69263;0.166286;3.70587;0.756646;-0.0722011;0.612788
;1;0;0;0;"99;99";"99;99";;178;1;1;Person;21.5332;OK;3.01607;-2.59634;23.8367;-0.311474;-0.0113086;0.272416
;1;0;0;0;"99;99";"99;99";;179;0;3;Person;90.9668;OK;-1.67208;0.16065;3.71804;0.746766;-0.0699924;0.580847
;1;0;0;0;"99;99";"99;99";;179;1;1;Person;21.5332;OK;3.00639;-2.59778;23.8365;-0.249172;-0.0507616;0.256228
;1;0;0;0;"99;99";"99;99";;180;0;3;Person;90.918;OK;-1.65135;0.156216;3.72644;0.73207;-0.0634027;0.542322
;1;0;0;0;"99;99";"99;99";;180;1;1;Person;21.5332;OK;2.99738;-2.59899;23.8405;-0.261257;-0.00735305;0.267093
;1;0;0;0;"99;99";"99;99";;181;0;3;Person;91.4062;OK;-1.63229;0.153188;3.7328;0.714038;-0.0601207;0.496994
;1;0;0;0;"99;99";"99;99";;181;1;1;Person;21.5332;OK;2.9882;-2.60017;23.8466;-0.286278;-0.0270832;0.266501
;1;0;0;0;"99;99";"99;99";;182;0;3;Person;88.2812;OK;-1.59441;0.149508;3.74504;0.691042;-0.0523615;0.429246
;1;0;0;0;"99;99";"99;99";;182;1;1;Person;21.5332;OK;2.97004;-2.60265;23.8617;-0.277251;-0.0382042;0.26293
;1;0;0;0;"99;99";"99;99";;183;0;3;Person;84.4238;OK;-1.57977;0.148203;3.74583;0.649209;-0.0504804;0.373007
;1;0;0;0;"99;99";"99;99";;183;1;1;Person;21.5332;OK;2.96144;-2.60369;23.8697;-0.247671;-6.11879e-05;0.268604
;1;0;0;0;"99;99";"99;99";;184;0;3;Person;85.0098;OK;-1.56596;0.147176;3.74503;0.640261;-0.0397684;0.310974
;1;0;0;0;"99;99";"99;99";;184;1;1;Person;21.5332;SEARCHING;2.94924;-2.61152;23.8804;-0.312138;-0.0660817;0.266367
;1;0;0;0;"99;99";"99;99";;185;0;3;Person;89.0137;OK;-1.55402;0.146263;3.74347;0.622744;-0.0322024;0.260049
;1;0;0;0;"99;99";"99;99";;185;1;1;Person;21.5332;SEARCHING;2.94943;-2.6121;23.8803;-0.295624;-0.0411291;0.264426
