Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;0;0;"99;99";"99;99";;943;1;1;Person;22.6807;OK;2.53593;-2.87734;26.2461;0.158345;-0.198473;1.66563
;1;0;0;0;"99;99";"99;99";;944;0;9;Person;91.748;OK;-2.21653;0.136057;4.00057;0.460567;-0.0446911;0.3555
;1;0;0;0;"99;99";"99;99";;944;1;1;Person;37.8418;OK;2.53488;-2.87682;26.1847;0.115111;-0.173517;1.4504
;1;0;0;0;"99;99";"99;99";;945;0;9;Person;92.7734;OK;-2.19848;0.13565;3.9959;0.463931;-0.0349475;0.274701
;1;0;0;0;"99;99";"99;99";;945;1;1;Person;29.0283;OK;2.53454;-2.87565;26.1373;0.129442;-0.153588;1.28281
;1;0;0;0;"99;99";"99;99";;946;0;9;Person;92.4805;OK;-2.18019;0.135297;3.99237;0.469541;-0.0297876;0.231753
;1;0;0;0;"99;99";"99;99";;946;1;1;Person;31.0791;OK;2.53421;-2.87469;26.1141;0.125378;-0.143024;1.19247
;1;0;0;0;"99;99";"99;99";;947;0;9;Person;91.6504;OK;-2.16001;0.134998;3.98972;0.482192;-0.0243384;0.186916
;1;0;0;0;"99;99";"99;99";;947;1;1;Person;34.1553;OK;2.53335;-2.87381;26.0983;0.101757;-0.137527;1.14692
;1;0;0;0;"99;99";"99;99";;948;0;9;Person;91.6016;OK;-2.13851;0.134687;3.98792;0.495603;-0.0200955;0.151942
;1;0;0;0;"99;99";"99;99";;948;1;1;Person;30.8105;OK;2.52937;-2.86783;25.9825;0.0851218;-0.108603;0.904316
;1;0;0;0;"99;99";"99;99";;949;0;9;Person;91.9922;OK;-2.11465;0.134407;3.9842;0.514835;-0.014937;0.109363
;1;0;0;0;"99;99";"99;99";;949;1;1;Person;38.1104;OK;2.52299;-2.86161;25.9039;0.0649711;-0.0967267;0.806659
;1;0;0;0;"99;99";"99;99";;950;0;9;Person;92.3828;OK;-2.09054;0.134096;3.98003;0.530632;-0.0121833;0.0871339
;1;0;0;0;"99;99";"99;99";;950;1;1;Person;36.7432;OK;2.50848;-2.85588;25.847;0.0167601;-0.0862216;0.719688
;1;0;0;0;"99;99";"99;99";;951;0;9;Person;91.9922;OK;-2.0631;0.133795;3.97425;0.556952;-0.00858048;0.0566954
;1;0;0;0;"99;99";"99;99";;951;1;1;Person;34.7656;OK;2.48969;-2.85266;25.8301;-0.0266902;-0.0830708;0.693533
;1;0;0;0;"99;99";"99;99";;952;0;9;Person;91.2598;OK;-2.0343;0.133505;3.96763;0.581752;-0.00552893;0.0316773
;1;0;0;0;"99;99";"99;99";;952;1;1;Person;31.0791;OK;2.4684;-2.85063;25.8225;-0.068714;-0.0791356;0.661961
;1;0;0;0;"99;99";"99;99";;953;0;9;Person;89.8926;OK;-2.01264;0.133253;3.95946;0.575954;-0.00195178;0.000710938
;1;0;0;0;"99;99";"99;99";;953;1;1;Person;41.5771;OK;2.4467;-2.8497;25.8294;-0.108604;-0.0790303;0.661671
;1;0;0;0;"99;99";"99;99";;954;0;9;Person;89.0625;OK;-1.98034;0.13302;3.95241;0.620639;-0.000717933;-0.00977723
;1;0;0;0;"99;99";"99;99";;954;1;1;Person;46.875;OK;2.42048;-2.84955;25.8389;-0.167341;-0.0833225;0.700581
;1;0;0;0;"99;99";"99;99";;955;0;9;Person;90.2344;OK;-1.9443;0.132749;3.94794;0.660637;-0.00137498;-0.00434898
;1;0;0;0;"99;99";"99;99";;955;1;1;Person;48.4375;OK;2.40115;-2.84941;25.8465;-0.184241;-0.0820849;0.690178
;1;0;0;0;"99;99";"99;99";;956;0;9;Person;90.3809;OK;-1.90928;0.132425;3.94527;0.689519;-0.00222105;0.00278712
;1;0;0;0;"99;99";"99;99";;956;1;1;Person;49.8047;OK;2.3924;-2.84725;25.8326;-0.15578;-0.0648764;0.54524
;1;0;0;0;"99;99";"99;99";;957;0;9;Person;90.8203;OK;-1.87701;0.131991;3.9439;0.708531;-0.00339706;0.0120414
;1;0;0;0;"99;99";"99;99";;957;1;1;Person;45.8984;OK;2.38287;-2.84317;25.7823;-0.159177;-0.0510366;0.429207
;1;0;0;0;"99;99";"99;99";;958;0;9;Person;90.8203;OK;-1.84924;0.131445;3.9429;0.713022;-0.00337883;0.0125661
;1;0;0;0;"99;99";"99;99";;958;1;1;Person;36.377;OK;2.37019;-2.83581;25.6993;-0.172978;-0.0346559;0.292333
;1;0;0;0;"99;99";"99;99";;959;0;9;Person;90.918;OK;-1.82475;0.130816;3.94128;0.710648;-0.0016974;-0.000766749
;1;0;0;0;"99;99";"99;99";;959;1;1;Person;29.834;OK;2.35563;-2.8256;25.6065;-0.186921;-0.018805;0.159015
;1;0;0;0;"99;99";"99;99";;960;0;9;Person;90.625;OK;-1.80365;0.130083;3.93849;0.700357;0.000579693;-0.0199275
;1;0;0;0;"99;99";"99;99";;960;1;1;Person;29.834;OK;2.3455;-2.81995;25.5873;-0.186862;-0.0187527;0.158984
;1;0;0;0;"99;99";"99;99";;961;0;9;Person;90.4785;OK;-1.78396;0.129241;3.93437;0.689497;0.00287118;-0.0392259
;1;0;0;0;"99;99";"99;99";;961;1;1;Person;23.7915;OK;2.32573;-2.80134;25.3551;-0.207619;0.0260913;-0.218386
;1;0;0;0;"99;99";"99;99";;962;0;9;Person;90.4785;OK;-1.76728;0.128242;3.92972;0.670593;0.00442524;-0.0517778
;1;0;0;0;"99;99";"99;99";;962;1;1;Person;33.0322;OK;2.32253;-2.78192;25.1991;-0.146119;0.0473158;-0.3985
;1;0;0;0;"99;99";"99;99";;963;0;9;Person;90.7715;OK;-1.75384;0.127199;3.92429;0.644344;0.00628975;-0.0666646
;1;0;0;0;"99;99";"99;99";;963;1;1;Person;41.9678;OK;2.32735;-2.7699;25.1581;-0.0735771;0.0489211;-0.412895
;1;0;0;0;"99;99";"99;99";;964;0;9;Person;91.0645;OK;-1.74241;0.126347;3.91666;0.616624;0.0095405;-0.0933661
;1;0;0;0;"99;99";"99;99";;964;1;1;Person;40.918;OK;2.32308;-2.75922;25.0892;-0.126071;0.0587055;-0.494632
;1;0;0;0;"99;99";"99;99";;965;0;9;Person;91.4062;OK;-1.73318;0.125635;3.90918;0.585821;0.0109892;-0.104877
;1;0;0;0;"99;99";"99;99";;965;1;1;Person;25.3906;OK;2.31001;-2.74027;24.9056;-0.152827;0.0887319;-0.747355
;1;0;0;0;"99;99";"99;99";;966;0;9;Person;92.2852;OK;-1.72581;0.125105;3.90181;0.553053;0.0122626;-0.115854
;1;0;0;0;"99;99";"99;99";;966;1;1;Person;32.9346;OK;2.29244;-2.73161;24.881;-0.193305;0.0841817;-0.709806
;1;0;0;0;"99;99";"99;99";;967;0;9;Person;92.3828;OK;-1.72257;0.12477;3.89393;0.506629;0.0141025;-0.131003
;1;0;0;0;"99;99";"99;99";;967;1;1;Person;34.2529;OK;2.2768;-2.72469;24.8162;-0.204431;0.092267;-0.777592
;1;0;0;0;"99;99";"99;99";;968;0;9;Person;92.0898;OK;-1.72167;0.124596;3.88554;0.460631;0.0160065;-0.146282
;1;0;0;0;"99;99";"99;99";;968;1;1;Person;40.6494;OK;2.2741;-2.72286;24.8378;-0.167755;0.0814755;-0.68582
;1;0;0;0;"99;99";"99;99";;969;0;9;Person;91.9922;OK;-1.72266;0.1245;3.87619;0.412082;0.0182651;-0.164181
;1;0;0;0;"99;99";"99;99";;969;1;1;Person;45.6055;OK;2.26404;-2.72253;24.8529;-0.205765;0.0751574;-0.631054
;1;0;FT;0;"99;99";"99;99";;970;0;9;Person;91.9922;OK;-1.72502;0.124419;3.86703;0.362097;0.0197005;-0.175079
;1;0;FT;0;"99;99";"99;99";;970;1;1;Person;45.9961;OK;2.26502;-2.72291;24.8674;-0.15036;0.0691167;-0.581129
;1;0;FT;0;"99;99";"99;99";;971;0;9;Person;91.6016;OK;-1.72783;0.124339;3.85688;0.313156;0.0219085;-0.192212
;1;0;FT;0;"99;99";"99;99";;971;1;1;Person;47.0703;OK;2.2612;-2.72396;24.8837;-0.175755;0.0623757;-0.523816
;1;0;FT;0;"99;99";"99;99";;972;0;9;Person;91.4062;OK;-1.73012;0.124224;3.84686;0.261064;0.0232928;-0.202833
;1;0;FT;0;"99;99";"99;99";;972;1;1;Person;42.8223;OK;2.25673;-2.72491;24.8859;-0.177104;0.0603661;-0.507096
;1;0;FT;0;"99;99";"99;99";;973;0;9;Person;91.4551;OK;-1.73225;0.124046;3.83752;0.224882;0.0240095;-0.208084
;1;0;FT;0;"99;99";"99;99";;973;1;1;Person;51.6602;OK;2.24595;-2.72586;24.901;-0.214385;0.0521839;-0.437186
;1;0;FT;0;"99;99";"99;99";;974;0;9;Person;91.4062;OK;-1.73692;0.123752;3.83018;0.18614;0.0233323;-0.201304
;1;0;FT;0;"99;99";"99;99";;974;1;1;Person;52.832;OK;2.23781;-2.7258;24.8683;-0.202525;0.0618955;-0.519089
;1;0;FT;0;"99;99";"99;99";;975;0;9;Person;91.7969;OK;-1.74785;0.123453;3.82373;0.129102;0.023169;-0.198663
;1;0;FT;0;"99;99";"99;99";;975;1;1;Person;55.4688;OK;2.23051;-2.71837;24.6984;-0.18235;0.0926511;-0.778956
;1;0;FT;0;"99;99";"99;99";;976;0;9;Person;92.4316;OK;-1.76494;0.12323;3.81823;0.0713638;0.022634;-0.193105
;1;0;FT;0;"99;99";"99;99";;976;1;1;Person;51.3672;OK;2.22485;-2.70864;24.5807;-0.168425;0.104897;-0.883068
;1;0;FT;0;"99;99";"99;99";;977;0;9;Person;92.4316;OK;-1.78699;0.123069;3.81467;0.0126357;0.0208559;-0.176716
;1;0;FT;0;"99;99";"99;99";;977;1;1;Person;56.0059;OK;2.22181;-2.70167;24.5395;-0.153087;0.10392;-0.874341
;1;0;FT;0;"99;99";"99;99";;978;0;9;Person;92.334;OK;-1.81089;0.122986;3.81147;0.156812;0.00872007;-0.076932
;1;0;FT;0;"99;99";"99;99";;978;1;1;Person;52.0508;OK;2.22051;-2.691;24.4314;-0.125686;0.120084;-1.00971
;1;0;FT;0;"99;99";"99;99";;979;0;9;Person;92.1875;OK;-1.83512;0.122953;3.80854;0.166118;0.00925227;-0.0815004
;1;0;FT;0;"99;99";"99;99";;979;1;1;Person;54.1016;OK;2.22073;-2.68706;24.4478;-0.111674;0.106018;-0.89238
;1;0;FT;0;"99;99";"99;99";;980;0;9;Person;91.2109;OK;-1.85788;0.123045;3.80551;0.183415;0.0102099;-0.0899883
;1;0;FT;0;"99;99";"99;99";;980;1;1;Person;55.2734;OK;2.22148;-2.68599;24.4743;-0.0985516;0.0950568;-0.800772
;1;0;FT;0;"99;99";"99;99";;981;0;9;Person;92.334;OK;-1.88297;0.123327;3.80098;0.221153;0.0123553;-0.108502
;1;0;FT;0;"99;99";"99;99";;981;1;1;Person;51.0742;OK;2.22657;-2.68628;24.5077;-0.0424786;0.0825285;-0.694446
;1;0;FT;0;"99;99";"99;99";;982;0;9;Person;91.9922;OK;-1.92903;0.124837;3.78525;0.293333;0.0164719;-0.143918
;1;0;FT;0;"99;99";"99;99";;982;1;1;Person;52.3438;OK;2.23669;-2.68739;24.5426;-0.0250164;0.0671106;-0.5642
;1;0;0;0;"99;99";"99;99";;983;0;9;Person;91.2109;OK;-1.96259;0.126017;3.7743;-0.331618;0.0278945;-0.229621
;1;0;0;0;"99;99";"99;99";;983;1;1;Person;41.7725;OK;2.24074;-2.6885;24.5675;-0.0278526;0.053504;-0.450603
;1;0;0;0;"99;99";"99;99";;984;0;9;Person;90.3809;OK;-2.00207;0.127636;3.76035;-0.405323;0.0316404;-0.260621
;1;0;0;0;"99;99";"99;99";;984;1;1;Person;40.5518;OK;2.25516;-2.69137;24.6395;0.032239;0.0388101;-0.328184
;1;0;0;0;"99;99";"99;99";;985;0;9;Person;87.5488;OK;-2.04176;0.129549;3.74506;-0.46718;0.0347527;-0.285439
;1;0;0;0;"99;99";"99;99";;985;1;1;Person;37.6709;OK;2.27248;-2.69427;24.6811;0.069811;0.0344817;-0.292393
;1;0;0;0;"99;99";"99;99";;986;0;9;Person;87.8906;OK;-2.08315;0.131657;3.72934;-0.530912;0.0374834;-0.306663
;1;0;0;0;"99;99";"99;99";;986;1;1;Person;36.5723;OK;2.29798;-2.69691;24.7134;0.132119;0.0292321;-0.249079
;1;0;0;0;"99;99";"99;99";;987;0;9;Person;88.623;OK;-2.12776;0.133708;3.7148;-0.598372;0.0389854;-0.31738
;1;0;0;0;"99;99";"99;99";;987;1;1;Person;40.3564;OK;2.32652;-2.70018;24.7489;0.183802;0.0219993;-0.189247
;1;0;0;0;"99;99";"99;99";;988;0;9;Person;87.3535;OK;-2.18038;0.135313;3.70603;-0.682753;0.036587;-0.295284
;1;0;0;0;"99;99";"99;99";;988;1;1;Person;42.5293;OK;2.33894;-2.70261;24.7566;0.165444;0.0227921;-0.195573
;1;0;0;0;"99;99";"99;99";;989;0;9;Person;87.5488;OK;-2.23399;0.136577;3.69921;-0.756251;0.0351221;-0.28146
;1;0;0;0;"99;99";"99;99";;989;1;1;Person;46.2891;OK;2.34982;-2.70127;24.661;0.194251;0.0527078;-0.448958
;1;0;0;0;"99;99";"99;99";;990;0;9;Person;84.1309;OK;-2.28661;0.13744;3.69314;-0.820894;0.0341204;-0.270926
;1;0;0;0;"99;99";"99;99";;990;1;1;Person;42.9199;OK;2.3558;-2.6973;24.5441;0.189587;0.0669862;-0.569338
;1;0;0;0;"99;99";"99;99";;991;0;9;Person;88.2812;OK;-2.34481;0.138118;3.68957;-0.897971;0.0313759;-0.245479
;1;0;0;0;"99;99";"99;99";;991;1;1;Person;40.1611;OK;2.35964;-2.69524;24.5165;0.174044;0.0617105;-0.524434
;1;0;0;0;"99;99";"99;99";;992;0;9;Person;89.1602;OK;-2.40609;0.138758;3.68478;-0.975529;0.031501;-0.245538
;1;0;0;0;"99;99";"99;99";;992;1;1;Person;41.1133;OK;2.37269;-2.69248;24.4737;0.222757;0.067242;-0.572126
;1;0;0;0;"99;99";"99;99";;993;0;9;Person;90.5762;OK;-2.47045;0.139374;3.67889;-1.05342;0.0318589;-0.247635
;1;0;0;0;"99;99";"99;99";;993;1;1;Person;45.4346;OK;2.38138;-2.69212;24.4964;0.204014;0.0509316;-0.434347
;1;0;0;0;"99;99";"99;99";;994;0;9;Person;90.7715;OK;-2.53997;0.139759;3.67576;-1.13782;0.0288747;-0.221342
;1;0;0;0;"99;99";"99;99";;994;1;1;Person;43.5059;OK;2.3931;-2.692;24.5083;0.222401;0.0481116;-0.411116
;1;0;0;0;"99;99";"99;99";;995;0;9;Person;91.4062;OK;-2.60768;0.139935;3.67482;-1.20721;0.0251711;-0.188967
;1;0;0;0;"99;99";"99;99";;995;1;1;Person;44.8486;OK;2.39844;-2.69151;24.5016;0.201819;0.0513846;-0.43786
;1;0;0;0;"99;99";"99;99";;996;0;9;Person;91.6992;OK;-2.67849;0.139937;3.67614;-1.27933;0.0182737;-0.129367
;1;0;0;0;"99;99";"99;99";;996;1;1;Person;49.1211;OK;2.39895;-2.6909;24.4939;0.166348;0.0503611;-0.428487
;1;0;0;0;"99;99";"99;99";;997;0;9;Person;92.2852;OK;-2.7541;0.139647;3.68174;-1.35745;0.00912851;-0.0520379
;1;0;0;0;"99;99";"99;99";Martin teilweise ausser Bild;997;1;1;Person;43.8721;OK;2.39819;-2.69068;24.494;0.139293;0.0461798;-0.392157
;1;0;0;0;"99;99";"99;99";;998;0;9;Person;91.2109;OK;-2.82617;0.139092;3.69266;-1.41765;0.0026681;0.00253479
;1;0;0;0;"99;99";"99;99";;998;1;1;Person;39.2334;OK;2.39735;-2.69154;24.5118;0.11443;0.0320684;-0.272696
;1;0;0;0;"99;99";"99;99";;999;0;9;Person;87.9395;OK;-2.89428;0.138398;3.707;-1.46315;-0.00257572;0.0480645
;1;0;0;0;"99;99";"99;99";;999;1;1;Person;45.1416;OK;2.39612;-2.69415;24.5753;0.0837021;0.0178778;-0.152663
;1;0;0;0;"99;99";"99;99";;1000;0;9;Person;89.5996;OK;-2.95844;0.13773;3.72026;-1.4972;-0.00530951;0.0714445
;1;0;0;0;"99;99";"99;99";;1000;1;1;Person;45.5078;OK;2.39618;-2.69594;24.6012;0.0731661;0.0189725;-0.161318
;1;0;0;0;"99;99";"99;99";;1001;0;9;Person;89.3066;OK;-3.01082;0.137267;3.72718;-1.49708;-0.00354127;0.055987
;1;0;0;0;"99;99";"99;99";;1001;1;1;Person;42.7246;OK;2.39808;-2.69734;24.6145;0.0727187;0.0188537;-0.160332
;1;0;0;0;"99;99";"99;99";;1002;0;9;Person;86.8164;OK;-3.05257;0.137358;3.73144;-1.47162;-0.00256016;0.0479346
;1;0;0;0;"99;99";"99;99";;1002;1;1;Person;38.501;OK;2.39939;-2.69943;24.6406;0.0513563;0.0133036;-0.113234
;1;0;0;0;"99;99";"99;99";Martin gr?sstenteils ausser Bild;1003;0;9;Person;84.1309;OK;-3.08811;0.138059;3.73352;-1.43647;-0.000989617;0.0344723
;1;0;0;0;"99;99";"99;99";;1003;1;1;Person;40.5518;OK;2.40226;-2.69948;24.6301;0.0959004;0.0248555;-0.211431
;1;0;0;0;"99;99";"99;99";;1004;0;9;Person;82.9102;OK;-3.1167;0.14109;3.73416;-1.38614;0.000691005;0.0170796
;1;0;0;0;"99;99";"99;99";;1004;1;1;Person;39.502;OK;2.4031;-2.69944;24.6175;0.0927459;0.0240499;-0.204487
;1;0;0;0;"99;99";"99;99";;1005;0;9;Person;42.8223;OK;-3.13503;0.151128;3.73435;-1.31215;0.00222254;0.0053346
;1;0;0;0;"99;99";"99;99";;1005;1;1;Person;38.5742;OK;2.40292;-2.70002;24.6187;0.0575631;0.0148989;-0.126914
;1;0;0;0;"99;99";"99;99";;1006;0;9;Person;58.0566;OK;-3.14991;0.166424;3.73425;-1.24017;0.00318984;-0.00542721
;1;0;0;0;"99;99";"99;99";;1006;1;1;Person;36.4746;OK;2.4078;-2.70175;24.6447;0.0462848;0.0119785;-0.102053
;1;0;0;0;"99;99";"99;99";;1007;0;9;Person;54.7852;OK;-3.16369;0.18484;3.73404;-1.17308;0.00381732;-0.0137126
;1;0;0;0;"99;99";"99;99";;1007;1;1;Person;37.9395;OK;2.41865;-2.70575;24.7111;0.0615251;0.0159435;-0.135657
;1;0;0;0;"99;99";"99;99";;1008;0;9;Person;45.7031;OK;-3.17744;0.205151;3.73339;-1.11332;0.00606558;-0.0321928
;1;0;0;0;"99;99";"99;99";;1008;1;1;Person;32.9346;OK;2.4291;-2.71121;24.7762;0.0838765;0.0217071;-0.18493
;1;0;0;0;"99;99";"99;99";;1009;0;9;Person;50.4883;OK;-3.19626;0.224837;3.73384;-1.07382;0.00244521;-0.00249227
;1;0;0;0;"99;99";"99;99";;1009;1;1;Person;33.0322;OK;2.43365;-2.712;24.7526;0.0518095;0.0134141;-0.114232
;1;0;0;0;"99;99";"99;99";;1010;0;9;Person;22.3389;OK;-3.22631;0.242694;3.74146;-1.06916;-0.00614871;0.0688081
;1;0;0;0;"99;99";"99;99";;1010;1;1;Person;37.5732;OK;2.43592;-2.71191;24.7412;0.0544799;0.0141162;-0.120122
;1;0;0;0;"99;99";"99;99";Martin ganz ausser Bild;1011;0;9;Person;22.3389;SEARCHING;-3.27738;0.279403;3.76486;-1.06916;-0.00625046;0.0687957
;1;0;0;0;"99;99";"99;99";;1011;1;1;Person;35.4004;OK;2.43537;-2.71137;24.7017;0.0576099;0.0149298;-0.127026
;1;BS;0;0;"99;99";"99;99";;1012;0;9;Person;22.3389;TERMINATE;-3.26595;0.277443;3.75206;-1.06916;-0.00611733;0.0687954
;1;BS;0;0;"99;99";"99;99";;1012;1;1;Person;38.3057;OK;2.43485;-2.70579;24.5449;0.143035;0.0370519;-0.315364
;1;BS;0;0;"99;99";"99;99";;1013;0;1;Person;39.502;OK;2.43445;-2.70059;24.48;0.084937;0.041568;-0.352932
;1;BS;0;0;"99;99";"99;99";;1014;0;1;Person;33.2031;OK;2.43265;-2.69871;24.4912;0.0441532;0.0303918;-0.257655
;1;BS;0;0;"99;99";"99;99";;1015;0;1;Person;35.8398;OK;2.42999;-2.69508;24.4635;0.0338606;0.0383669;-0.325211
;1;BS;0;0;"99;99";"99;99";;1016;0;1;Person;33.5449;OK;2.42852;-2.69388;24.4781;0.0297812;0.0274865;-0.2332
;1;BS;0;0;"99;99";"99;99";;1017;0;1;Person;35.1318;OK;2.4331;-2.69286;24.4861;0.0979006;0.026181;-0.223413
;1;BS;0;0;"99;99";"99;99";;1018;0;1;Person;29.1748;OK;2.43505;-2.69344;24.5355;0.0677501;0.00722404;-0.0623081
;1;BS;0;0;"99;99";"99;99";;1019;0;1;Person;27.6611;OK;2.43702;-2.69522;24.6101;0.03703;0.00682515;-0.058349
;1;BS;0;0;"99;99";"99;99";;1020;0;1;Person;24.4385;OK;2.43792;-2.69885;24.6991;0.0821615;0.0151472;-0.129457
;1;BS;0;0;"99;99";"99;99";;1021;0;1;Person;24.4385;OK;2.43886;-2.70174;24.7306;0.0821573;0.0151697;-0.129457
;1;BS;0;0;"99;99";"99;99";;1022;0;1;Person;21.3379;OK;2.44027;-2.70238;24.7159;0.0453668;0.00837334;-0.0714879
;1;BS;0;0;"99;99";"99;99";;1023;0;1;Person;21.3379;OK;2.44171;-2.703;24.7096;0.0453676;0.00835807;-0.0714891
;1;BS;0;0;"99;99";"99;99";;1024;0;1;Person;21.3379;OK;2.44319;-2.70356;24.7072;0.0453673;0.00836546;-0.0714886
;1;BS;0;0;"99;99";"99;99";;1025;0;1;Person;21.3379;OK;2.44469;-2.70407;24.7067;0.0453683;0.0083576;-0.0714889
;1;0;0;0;"99;99";"99;99";;1026;0;1;Person;21.3379;OK;2.44621;-2.70455;24.7071;0.0453681;0.00835579;-0.0714895
;1;0;0;0;"99;99";"99;99";;1027;0;1;Person;21.3379;OK;2.44775;-2.705;24.7081;0.0453686;0.00835259;-0.0714896
;1;0;0;0;"99;99";"99;99";;1028;0;1;Person;21.3379;OK;2.44931;-2.70542;24.7094;0.0453684;0.00835864;-0.0714889
;1;0;0;0;"99;99";"99;99";;1029;0;1;Person;21.3379;SEARCHING;2.45777;-2.70941;24.7125;0.0453683;0.00836904;-0.0714878
;1;0;0;0;"99;99";"99;99";;1030;0;1;Person;21.3379;SEARCHING;2.45763;-2.70948;24.7127;0.0453694;0.00840767;-0.0714833
;1;0;0;0;"99;99";"99;99";;1031;0;1;Person;21.3379;SEARCHING;2.45745;-2.70953;24.7127;0.0453695;0.00839962;-0.0714836
;1;0;0;0;"99;99";"99;99";;1032;0;1;Person;21.3379;SEARCHING;2.45773;-2.70952;24.7126;0.0453687;0.00839456;-0.0714848
;1;0;0;0;"99;99";"99;99";;1033;0;1;Person;21.3379;SEARCHING;2.45758;-2.70957;24.7126;0.0453692;0.00838515;-0.0714857
;1;0;0;0;"99;99";"99;99";;1034;0;1;Person;21.3379;SEARCHING;2.45786;-2.70957;24.7126;0.0453684;0.00839754;-0.0714848
;1;0;0;0;"99;99";"99;99";;1035;0;1;Person;21.3379;SEARCHING;2.45794;-2.70957;24.7125;0.0453681;0.0083814;-0.0714869
;1;0;0;0;"99;99";"99;99";;1036;0;1;Person;21.3379;SEARCHING;2.45803;-2.70959;24.7125;0.0453679;0.00838931;-0.0714861
;1;0;0;0;"99;99";"99;99";;1037;0;1;Person;21.3379;SEARCHING;2.45824;-2.70959;24.7125;0.0453673;0.00838854;-0.0714866
;1;0;0;0;"99;99";"99;99";;1038;0;1;Person;21.3379;SEARCHING;2.45816;-2.70962;24.7125;0.0453675;0.00838209;-0.0714873
;1;0;0;0;"99;99";"99;99";;1039;0;1;Person;21.3379;SEARCHING;2.45835;-2.70963;24.7125;0.0453669;0.00839293;-0.0714864
;1;0;0;0;"99;99";"99;99";;1040;0;1;Person;21.3379;SEARCHING;2.45819;-2.70968;24.7125;0.0453675;0.00839366;-0.071486
;1;0;0;0;"99;99";"99;99";;1041;0;1;Person;21.3379;SEARCHING;2.45822;-2.70969;24.7125;0.0453674;0.00838315;-0.0714873
;1;0;0;0;"99;99";"99;99";;1042;0;1;Person;25.8301;OK;2.6533;-2.69571;24.5623;0.18725;0.0346246;-0.295064
;1;0;0;0;"99;99";"99;99";;1043;0;1;Person;24.0112;OK;2.66019;-2.69817;24.6267;0.29276;0.000999074;-0.0133836
;1;0;0;0;"99;99";"99;99";;1044;0;1;Person;24.0112;OK;2.66834;-2.70016;24.653;0.29276;0.000985038;-0.0133854
;1;0;0;0;"99;99";"99;99";;1045;0;1;Person;22.7417;OK;2.67805;-2.70728;24.7535;0.288915;-0.014346;0.115719
;1;0;0;0;"99;99";"99;99";;1046;0;1;Person;22.7417;OK;2.68784;-2.71246;24.7861;0.288915;-0.0143393;0.11572
;1;0;0;0;"99;99";"99;99";;1047;0;1;Person;35.5713;OK;2.69164;-2.71989;24.8433;0.261667;-0.0222142;0.182265
;1;0;0;0;"99;99";"99;99";;1048;0;1;Person;37.8418;OK;2.69213;-2.72081;24.8091;0.246274;-0.00704853;0.0545251
;1;0;0;0;"99;99";"99;99";;1049;0;1;Person;33.6426;OK;2.69497;-2.72032;24.7407;0.25682;0.00653489;-0.060482
;1;0;0;0;"99;99";"99;99";;1050;0;1;Person;29.9072;OK;2.70233;-2.71907;24.6692;0.274104;0.0121724;-0.108249
;1;0;0;0;"99;99";"99;99";;1051;0;1;Person;35.5713;OK;2.71164;-2.71876;24.6682;0.271329;0.00379704;-0.0372871
;1;0;0;0;"99;99";"99;99";;1052;0;1;Person;35.5713;OK;2.721;-2.71857;24.6672;0.271329;0.00381428;-0.0372849
;1;0;0;0;"99;99";"99;99";;1053;0;1;Person;35.5713;OK;2.73035;-2.71845;24.6662;0.271329;0.00384659;-0.037281
;1;0;0;0;"99;99";"99;99";;1054;0;1;Person;35.5713;OK;2.73976;-2.71841;24.6651;0.271329;0.00381923;-0.0372843
;1;0;0;0;"99;99";"99;99";;1055;0;1;Person;35.5713;OK;2.74902;-2.71845;24.6641;0.271329;0.00383777;-0.0372821
;1;0;0;0;"99;99";"99;99";;1056;0;1;Person;20.6909;OK;2.81439;-2.72235;24.7368;0.388344;-0.0118653;0.0932421
;1;0;0;0;"99;99";"99;99";;1057;0;1;Person;20.4346;OK;2.87185;-2.72584;24.7998;0.4926;-0.0204455;0.16375
;1;0;0;0;"99;99";"99;99";;1058;0;1;Person;31.4941;OK;2.88983;-2.72794;24.8237;0.449226;-0.0200972;0.161466
;1;0;0;0;"99;99";"99;99";;1059;0;1;Person;32.4219;OK;2.89804;-2.72823;24.8177;0.425215;-0.0148548;0.117391
;1;0;0;0;"99;99";"99;99";;1060;0;1;Person;33.7158;OK;2.90962;-2.72559;24.752;0.443698;0.00497871;-0.0501447
;1;0;FT;0;"99;99";"99;99";;1061;0;1;Person;35.498;OK;2.92399;-2.72447;24.7309;0.44594;0.00238385;-0.0282223
;1;0;FT;0;"99;99";"99;99";;1062;0;1;Person;40.2588;OK;2.91992;-2.72378;24.7233;0.35637;0.000357629;-0.00992997
;1;0;FT;0;"99;99";"99;99";;1063;0;1;Person;40.6494;OK;2.93205;-2.72342;24.7241;0.39798;-0.00363016;0.0231089
;1;0;FT;0;"99;99";"99;99";;1064;0;1;Person;48.5352;OK;2.9538;-2.72339;24.7329;0.431478;-0.00728181;0.0532924
;1;0;FT;0;"99;99";"99;99";;1065;0;1;Person;57.8613;OK;2.99043;-2.72392;24.7631;0.496164;-0.0136281;0.105966
;1;0;FT;0;"99;99";"99;99";;1066;0;1;Person;54.0039;OK;3.0252;-2.72604;24.8139;0.525598;-0.0214968;0.17221
